time,vertical_speed,altitude
190,767.7777777777778,141.0
191,765.888888888889,141.0
192,763.9444444444446,143.0
193,761.8888888888889,144.0
194,759.1111111111111,144.0
195,755.5,145.0
196,751.1111111111111,146.0
197,746.8333333333335,146.0
198,743.2777777777778,147.0
199,740.5000000000001,147.0
200,737.5555555555557,148.0
201,733.5555555555557,149.0
202,728.5000000000001,150.0
203,723.5000000000001,150.0
204,719.3888888888889,151.0
205,715.6666666666667,152.0
206,711.7777777777778,153.0
207,706.8333333333335,153.0
208,702.2777777777778,154.0
209,698.1666666666667,154.0
210,695.0,155.0
211,691.2777777777778,155.0
212,686.9444444444446,156.0
213,681.5839858742457,156.0
214,675.2710154278552,157.0
215,669.048793205633,158.0
216,663.6870295536096,159.0
217,659.7222222222223,160.0
218,655.5555555555557,160.0
219,651.4444444444446,161.0
220,646.7222222222224,161.0
221,641.870983561396,162.0
222,636.0932057836183,162.0
223,630.9487613391738,163.0
224,626.6,163.0
225,623.288888888889,164.0
226,619.5444444444445,164.0
227,615.3555555555556,165.0
228,611.1111111111112,165.0
229,607.3888888888889,166.0
230,604.1111111111112,166.0
231,600.4444444444445,167.0
232,596.7777777777778,167.0
233,593.2777777777778,167.0
234,590.2222222222223,168.0
235,586.7222222222223,168.0
236,582.6111111111111,169.0
237,578.5555555555555,169.0
238,575.0,170.0
239,572.0,170.0
240,568.5,171.0
241,564.5,171.0
242,560.0555555555555,172.0
243,555.7222222222223,172.0
244,551.5,172.0
245,547.2777777777778,173.0
246,543.0555555555557,173.0
247,539.2777777777778,174.0
248,536.1111111111112,174.0
249,532.8641705501585,175.0
250,527.4168607440162,175.0
251,518.3648759563661,175.0
252,509.2229276284297,176.0
253,502.6702374345722,176.0
254,500.00000000000006,177.0
255,497.7777777777778,177.0
256,494.44444444444446,178.0
257,490.0,178.0
258,485.55555555555566,178.0
259,481.1111111111112,179.0
260,476.52712523686495,179.0
261,471.527125236865,180.0
262,467.08268079242055,180.0
263,463.3333333333334,180.0
264,460.0,181.0
265,457.2222222222223,181.0
266,455.00000000000006,181.0
267,452.7777777777778,182.0
268,449.44444444444446,182.0
269,445.55555555555566,183.0
270,441.1111111111112,183.0
271,436.527125236865,183.0
272,431.527125236865,184.0
273,427.08268079242055,184.0
274,423.8888888888889,184.0
275,421.1111111111112,185.0
276,418.3333333333334,185.0
277,414.44444444444446,185.0
278,410.55555555555566,186.0
279,406.66666666666674,186.0
280,403.88888888888897,187.0
281,400.5555555555556,187.0
282,396.527125236865,187.0
283,390.52355446895916,188.0
284,382.08268079242015,188.0
285,373.33333333333303,188.0
286,366.00357076790556,189.0
287,361.6666666666667,189.0
288,358.8888888888889,189.0
289,356.11111111111114,189.0
290,353.33333333333337,190.0
291,350.00000000000006,190.0
292,346.6666666666667,190.0
293,343.8888888888889,191.0
294,341.11111111111114,191.0
295,338.8888888888889,191.0
296,336.11111111111114,192.0
297,333.8888888888889,192.0
298,331.11111111111114,192.0
299,328.33333333333337,193.0
300,324.44444444444446,193.0
301,320.55555555555566,193.0
302,316.6666666666667,193.0
303,313.8888888888889,194.0
304,311.11111111111114,194.0
305,308.8888888888889,194.0
306,306.11111111111114,195.0
307,303.8888888888889,195.0
308,301.11111111111114,195.0
309,298.8888888888889,195.0
310,296.11111111111114,196.0
311,293.8888888888889,196.0
312,291.11111111111114,196.0
313,288.33333333333337,197.0
314,284.44444444444446,197.0
315,280.0,197.0
316,275.5555555555556,197.0
317,272.2222222222223,198.0
318,270.00000000000006,198.0
319,268.33333333333337,198.0
320,266.6666666666667,198.0
321,265.0,199.0
322,263.33333333333337,199.0
323,261.11111111111114,199.0
324,258.8888888888889,199.0
325,256.11111111111114,200.0
326,253.88888888888894,200.0
327,251.11111111111114,200.0
328,248.8888888888889,200.0
329,246.11111111111114,200.0
330,243.8888888888889,201.0
331,241.66666666666669,201.0
332,240.00000000000006,201.0
333,238.33333333333334,201.0
334,236.11111111111114,202.0
335,233.8888888888889,202.0
336,231.11111111111114,202.0
337,228.8888888888889,202.0
338,226.66666666666669,202.0
339,225.5555555555556,203.0
340,224.4444444444445,203.0
341,223.33333333333334,203.0
342,221.66666666666669,203.0
343,220.00000000000003,203.0
344,218.33333333333337,204.0
345,216.11111111111114,204.0
346,213.8888888888889,204.0
347,211.11111111111114,204.0
348,208.8888888888889,204.0
349,206.66666666666669,205.0
350,205.00000000000003,205.0
351,203.33333333333337,205.0
352,201.11111111111114,205.0
353,198.8888888888889,205.0
354,196.11111111111114,206.0
355,193.8888888888889,206.0
356,191.66666666666669,206.0
357,190.00000000000003,206.0
358,188.33333333333334,206.0
359,186.11111111111114,206.0
360,183.8888888888889,207.0
361,181.66666666666669,207.0
362,180.00000000000003,207.0
363,178.33333333333334,207.0
364,176.66666666666669,207.0
365,175.00000000000003,207.0
366,173.33333333333334,208.0
367,171.11111111111114,208.0
368,168.8888888888889,208.0
369,166.66666666666669,208.0
370,165.00000000000003,208.0
371,163.33333333333334,208.0
372,161.66666666666669,208.0
373,160.00000000000003,209.0
374,158.33333333333334,209.0
375,156.66666666666669,209.0
376,155.0,209.0
377,153.33333333333334,209.0
378,151.11111111111114,209.0
379,148.88888888888889,209.0
380,146.66666666666669,210.0
381,145.0,210.0
382,143.33333333333334,210.0
383,141.66666666666669,210.0
384,140.0,210.0
385,138.33333333333334,210.0
386,136.66666666666669,210.0
387,135.55555555555557,210.0
388,134.44444444444449,211.0
389,133.33333333333334,211.0
390,131.66666666666669,211.0
391,130.0,212.0
392,128.33333333333337,212.0
393,126.66666666666669,212.0
394,125.00000000000001,213.0
395,123.33333333333336,213.0
396,121.66666666666669,213.0
397,120.00000000000003,213.0
398,118.33333333333334,213.0
399,116.66666666666669,213.0
400,115.55555555555557,213.0
401,114.44444444444446,213.0
402,113.33333333333334,213.0
403,111.66666666666667,213.0
404,110.00000000000001,213.0
405,108.33333333333336,214.0
406,106.66666666666669,214.0
407,105.55555555555557,214.0
408,104.44444444444446,214.0
409,103.33333333333334,214.0
410,101.66666666666669,214.0
411,100.0,214.0
412,98.33333333333334,214.0
413,96.66666666666667,214.0
414,95.55555555555557,214.0
415,94.44444444444446,214.0
416,93.33333333333334,214.0
417,91.66666666666667,214.0
418,90.55555555555557,214.0
419,89.44444444444444,214.0
420,88.33333333333334,215.0
421,86.66666666666667,215.0
422,85.55555555555557,215.0
423,84.44444444444446,215.0
424,83.33333333333334,215.0
425,81.66666666666667,215.0
426,80.55555555555557,215.0
427,80.00000000000001,215.0
428,80.00000000000001,215.0
429,80.00000000000001,215.0
430,80.00000000000001,215.0
431,79.44444444444446,215.0
432,78.33333333333334,215.0
433,76.66666666666667,215.0
434,75.55555555555557,215.0
435,75.00000000000001,215.0
436,75.00000000000001,215.0
437,74.44444444444444,215.0
438,73.33333333333334,215.0
439,71.66666666666667,215.0
440,70.55555555555557,216.0
441,70.0,216.0
442,69.44444444444444,216.0
443,68.33333333333334,216.0
444,66.66666666666667,216.0
445,65.55555555555557,216.0
446,65.0,216.0
447,64.44444444444446,216.0
448,63.333333333333336,216.0
449,61.66666666666668,216.0
450,60.55555555555556,216.0
451,60.000000000000014,216.0
452,59.44444444444446,216.0
453,58.33333333333334,216.0
454,56.66666666666667,216.0
455,55.55555555555556,216.0
456,55.00000000000001,216.0
457,55.00000000000001,216.0
458,54.44444444444446,216.0
459,53.33333333333334,216.0
460,51.66666666666667,216.0
461,50.55555555555556,216.0
462,50.0,216.0
463,50.0,216.0
464,49.44444444444446,216.0
465,48.333333333333336,216.0
466,46.66666666666667,216.0
467,45.55555555555556,216.0
468,45.00000000000001,216.0
469,45.00000000000001,216.0
470,45.00000000000001,216.0
471,44.44444444444445,216.0
472,43.333333333333336,216.0
473,41.66666666666667,216.0
474,40.55555555555556,216.0
475,40.00000000000001,216.0
476,40.00000000000001,216.0
477,40.00000000000001,216.0
478,39.44444444444446,216.0
479,38.333333333333336,216.0
480,36.66666666666667,216.0
481,35.55555555555556,216.0
482,35.0,216.0
483,35.0,216.0
484,35.0,216.0
485,35.0,216.0
486,35.0,216.0
487,35.0,216.0
488,34.44444444444445,216.0
489,33.333333333333336,216.0
490,31.66666666666667,216.0
491,30.555555555555564,216.0
492,29.44444444444445,216.0
493,28.333333333333336,216.0
494,26.66666666666667,216.0
495,25.555555555555557,216.0
496,25.0,216.0
497,25.0,216.0
498,25.0,216.0
499,25.0,216.0
500,25.0,216.0
501,25.0,216.0
502,25.0,216.0
503,24.444444444444443,216.0
504,23.333333333333336,216.0
505,21.666666666666668,216.0
506,20.55555555555556,216.0
507,20.000000000000004,216.0
508,20.000000000000004,216.0
509,20.000000000000004,216.0
510,20.000000000000004,216.0
511,20.000000000000004,216.0
512,20.000000000000004,216.0
513,20.000000000000004,216.0
514,20.000000000000004,216.0
515,20.000000000000004,216.0
516,20.000000000000004,216.0
517,20.000000000000004,216.0
518,19.444444444444443,216.0
519,18.333333333333336,216.0
520,16.666666666666668,216.0
521,15.555555555555557,216.0
522,15.000000000000004,216.0
523,15.000000000000004,216.0
524,15.000000000000004,216.0
525,15.000000000000004,216.0
526,15.000000000000004,216.0
527,15.000000000000004,216.0
528,15.000000000000004,216.0
529,15.000000000000004,216.0
530,15.000000000000004,216.0
531,15.000000000000004,217.0
532,15.000000000000004,217.0
533,15.555555555555557,217.0
534,16.666666666666668,217.0
535,18.333333333333336,217.0
536,19.444444444444443,217.0
537,20.000000000000004,217.0
538,19.444444444444443,217.0
539,18.333333333333336,217.0
540,16.666666666666668,217.0
541,15.555555555555557,217.0
542,15.000000000000004,217.0
543,15.000000000000004,217.0
544,15.000000000000004,217.0
545,15.000000000000004,217.0
546,15.000000000000004,217.0
547,15.000000000000004,217.0
548,15.000000000000004,217.0
549,15.000000000000004,217.0
550,15.000000000000004,217.0
551,15.000000000000004,217.0
552,15.000000000000004,217.0
553,15.000000000000004,217.0
554,15.000000000000004,217.0
555,15.000000000000004,217.0
556,15.000000000000004,217.0
557,15.000000000000004,217.0
558,15.000000000000004,217.0
559,15.000000000000004,217.0
560,15.000000000000004,217.0
561,15.000000000000004,217.0
562,15.000000000000004,217.0
563,15.000000000000004,217.0
564,15.000000000000004,217.0
565,15.000000000000004,217.0
566,15.000000000000004,217.0
567,15.000000000000004,217.0
568,15.000000000000004,217.0
569,15.000000000000004,217.0
570,15.000000000000004,217.0
571,15.000000000000004,217.0
572,15.000000000000004,217.0
573,15.000000000000004,217.0
574,15.000000000000004,217.0
575,15.000000000000004,217.0
576,15.000000000000004,217.0
577,15.000000000000004,217.0
578,15.000000000000004,217.0
579,15.000000000000004,217.0
580,15.000000000000004,217.0
581,15.000000000000004,217.0
582,15.000000000000004,217.0
583,15.000000000000004,217.0
584,15.000000000000004,217.0
585,15.000000000000004,217.0
586,15.000000000000004,217.0
587,15.000000000000004,217.0
588,15.000000000000004,217.0
589,15.000000000000004,218.0
590,15.000000000000004,218.0
591,15.000000000000004,218.0
592,15.000000000000004,218.0
593,15.000000000000004,218.0
594,15.000000000000004,218.0
595,15.000000000000004,218.0
596,15.000000000000004,218.0
597,15.000000000000004,218.0
598,15.000000000000004,218.0
599,15.000000000000004,218.0
600,15.000000000000004,218.0
601,15.000000000000004,218.0
602,15.000000000000004,218.0
603,15.000000000000004,218.0
604,15.000000000000004,218.0
605,15.000000000000004,218.0
606,15.000000000000004,218.0
607,15.000000000000004,218.0
608,15.000000000000004,218.0
609,15.000000000000004,218.0
610,15.000000000000004,218.0
611,15.000000000000004,218.0
612,15.000000000000004,218.0
613,15.000000000000004,218.0
614,15.000000000000004,218.0
615,15.000000000000004,218.0
616,15.000000000000004,218.0
617,15.000000000000004,218.0
618,15.000000000000004,218.0
619,15.000000000000004,218.0
620,15.000000000000004,218.0
621,15.000000000000004,218.0
622,15.000000000000004,218.0
623,15.000000000000004,218.0
624,15.000000000000004,218.0
625,15.000000000000004,218.0
626,15.000000000000004,218.0
627,15.000000000000004,218.0
628,15.000000000000004,218.0
629,15.000000000000004,218.0
630,15.000000000000004,218.0
631,15.000000000000004,218.0
632,15.000000000000004,218.0
633,15.000000000000004,218.0
634,15.000000000000004,218.0
635,15.000000000000004,219.0
636,15.000000000000004,219.0
637,15.000000000000004,219.0
638,15.000000000000004,219.0
639,15.000000000000004,219.0
640,15.000000000000004,219.0
641,15.000000000000004,219.0
642,15.000000000000004,219.0
643,14.029300373241504,219.0
644,12.57325093310375,219.0
