00:03:43, FAIRING DEPLOY THE PROTECTIVE NOSECONE AT THE TOP OF THE ROCKET HAS BEEN DEPLOYED
00:06:28, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:29, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:30, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:31, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:32, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:33, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:06:34, STAGE ENTRY STAGE 1 IS STARTING ITS ENTRY BURN SLOWING IT DOWN FOR ENTRY INTO THE ATMOSPHERE 
00:08:13, SECO 1 SECOND ENGINE CUTOFF 
00:08:14, SECO 1 SECOND ENGINE CUTOFF 
00:08:15, SECO 1 SECOND ENGINE CUTOFF 
00:08:17, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA 
00:08:18, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA 
00:08:19, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA 
00:08:20, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA  
00:08:21, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA 
00:08:22, STAGE 1 LANDING STAGE 1 HAS BEGUN ITS LANDING BURN SLOWING IT FOR TOUCHDOWN AT SEA 
00:26:39, SES 2 SECOND ENGINE START 2 
00:26:40, SES 2 SECOND ENGINE START 2 
00:26:41, SES 2 SECOND ENGINE START 2 
00:26:42, SES 2 SECOND ENGINE START 2 
00:26:43, SES 2 SECOND ENGINE START 2 
00:26:44, SES 2 SECOND ENGINE START 2 
00:26:45, SES 2 SECOND ENGINE START 2 
00:27:35, SECO 2 SECOND ENGINE CUTOFF 2 
00:27:36, SECO 2 SECOND ENGINE CUTOFF 2 
00:27:37, SECO 2 SECOND ENGINE CUTOFF 2 
00:27:38, SECD 2 SECOND ENGINE CUTOFF 2 
00:27:39, SECD 2 SECOND ENGINE CUTOFF 2 
00:27:40, SECD 2 SECOND ENGINE CUTOFF 2 
00:27:41, SECD 2 SECOND ENGINE CUTOFF 2 
